epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,149.671,2.67348,5.50367,2.01023,0.00012,0.04444,9e-05,2e-05,2.50265,6.35496,2.21109,1.875e-05,1.875e-05,1.875e-05
